	5.955911E+00	4.613236E+01
	5.957401E+00	4.613346E+01
	5.958359E+00	4.613399E+01
	5.962324E+00	4.613547E+01
	5.963795E+00	4.613589E+01
	5.964947E+00	4.613645E+01
	5.965280E+00	4.613666E+01
	5.965555E+00	4.613690E+01
	5.966258E+00	4.613787E+01
	5.966389E+00	4.613816E+01
	5.966448E+00	4.613848E+01
	5.966425E+00	4.613880E+01
	5.966328E+00	4.613910E+01
	5.965683E+00	4.614019E+01
	5.964628E+00	4.614147E+01
	5.964349E+00	4.614206E+01
	5.964039E+00	4.614352E+01
	5.964078E+00	4.614407E+01
	5.964238E+00	4.614462E+01
	5.964814E+00	4.614582E+01
	5.965168E+00	4.614637E+01
	5.965610E+00	4.614687E+01
	5.966568E+00	4.614770E+01
	5.966788E+00	4.614796E+01
	5.967401E+00	4.614956E+01
	5.968918E+00	4.615191E+01
	5.972198E+00	4.615505E+01
	5.972797E+00	4.615571E+01
	5.973112E+00	4.615610E+01
	5.973833E+00	4.615734E+01
	5.974011E+00	4.615762E+01
	5.974521E+00	4.615859E+01
	5.975012E+00	4.615947E+01
	5.975159E+00	4.615990E+01
	5.975793E+00	4.616092E+01
	5.976027E+00	4.616137E+01
	5.976439E+00	4.616196E+01
	5.976842E+00	4.616249E+01
	5.977030E+00	4.616271E+01
	5.977612E+00	4.616348E+01
	5.977944E+00	4.616385E+01
	5.978501E+00	4.616439E+01
	5.979059E+00	4.616503E+01
	5.979510E+00	4.616552E+01
	5.979815E+00	4.616588E+01
	5.980072E+00	4.616625E+01
	5.980177E+00	4.616644E+01
	5.980282E+00	4.616671E+01
	5.980449E+00	4.616729E+01
	5.980490E+00	4.616751E+01
	5.980571E+00	4.616829E+01
	5.980754E+00	4.616874E+01
	5.980880E+00	4.616911E+01
	5.980905E+00	4.616961E+01
	5.980970E+00	4.616986E+01
	5.980973E+00	4.617003E+01
	5.980890E+00	4.617071E+01
	5.980888E+00	4.617095E+01
	5.980923E+00	4.617115E+01
	5.980986E+00	4.617130E+01
	5.981369E+00	4.617197E+01
	5.981943E+00	4.617312E+01
	5.982033E+00	4.617327E+01
	5.982113E+00	4.617335E+01
	5.982326E+00	4.617352E+01
	5.982604E+00	4.617368E+01
	5.982828E+00	4.617377E+01
	5.982950E+00	4.617381E+01
	5.983193E+00	4.617385E+01
	5.983432E+00	4.617384E+01
	5.983896E+00	4.617378E+01
	5.984098E+00	4.617373E+01
	5.984704E+00	4.617347E+01
	5.985008E+00	4.617327E+01
	5.985436E+00	4.617291E+01
	5.985802E+00	4.617252E+01
	5.986046E+00	4.617222E+01
	5.986257E+00	4.617190E+01
	5.986387E+00	4.617163E+01
	5.986559E+00	4.617107E+01
	5.986717E+00	4.617080E+01
	5.986893E+00	4.617060E+01
	5.987050E+00	4.617047E+01
	5.987262E+00	4.617035E+01
	5.987445E+00	4.617030E+01
	5.987536E+00	4.617031E+01
	5.987594E+00	4.617034E+01
	5.987961E+00	4.617066E+01
	5.988180E+00	4.617090E+01
	5.988373E+00	4.617115E+01
	5.988653E+00	4.617157E+01
	5.988851E+00	4.617201E+01
	5.988929E+00	4.617231E+01
	5.989008E+00	4.617299E+01
	5.989192E+00	4.617375E+01
	5.989339E+00	4.617416E+01
	5.989535E+00	4.617458E+01
	5.990095E+00	4.617561E+01
	5.990234E+00	4.617581E+01
	5.990494E+00	4.617608E+01
	5.990744E+00	4.617627E+01
	5.991252E+00	4.617657E+01
	5.991744E+00	4.617684E+01
	5.991451E+00	4.617724E+01
	5.991296E+00	4.617737E+01
	5.990973E+00	4.617733E+01
	5.990771E+00	4.617737E+01
	5.990449E+00	4.617753E+01
	5.990401E+00	4.617758E+01
	5.990414E+00	4.617761E+01
	5.990660E+00	4.617778E+01
	5.990985E+00	4.617808E+01
	5.991236E+00	4.617846E+01
	5.991252E+00	4.617854E+01
	5.991326E+00	4.617866E+01
	5.991343E+00	4.617876E+01
	5.991297E+00	4.617892E+01
	5.991328E+00	4.617895E+01
	5.991491E+00	4.617899E+01
	5.991664E+00	4.617911E+01
	5.991848E+00	4.617913E+01
	5.991967E+00	4.617918E+01
	5.992022E+00	4.617923E+01
	5.992077E+00	4.617924E+01
	5.992232E+00	4.617911E+01
	5.992272E+00	4.617910E+01
	5.992310E+00	4.617912E+01
	5.992401E+00	4.617925E+01
	5.992804E+00	4.617958E+01
	5.992933E+00	4.617972E+01
	5.993125E+00	4.617984E+01
	5.993162E+00	4.617990E+01
	5.993183E+00	4.618006E+01
	5.993242E+00	4.618013E+01
	5.993387E+00	4.618025E+01
	5.993619E+00	4.618050E+01
	5.993714E+00	4.618055E+01
	5.993882E+00	4.618068E+01
	5.993953E+00	4.618076E+01
	5.994107E+00	4.618087E+01
	5.994222E+00	4.618100E+01
	5.994473E+00	4.618119E+01
	5.994579E+00	4.618129E+01
	5.994701E+00	4.618145E+01
	5.994801E+00	4.618173E+01
	5.994923E+00	4.618186E+01
	5.994886E+00	4.618205E+01
	5.994903E+00	4.618215E+01
	5.994838E+00	4.618258E+01
	5.994864E+00	4.618270E+01
	5.994940E+00	4.618279E+01
	5.994930E+00	4.618299E+01
	5.994889E+00	4.618306E+01
	5.994665E+00	4.618318E+01
	5.994505E+00	4.618336E+01
	5.994349E+00	4.618349E+01
	5.993979E+00	4.618367E+01
	5.993755E+00	4.618381E+01
	5.993639E+00	4.618390E+01
	5.993562E+00	4.618392E+01
	5.993325E+00	4.618406E+01
	5.993295E+00	4.618410E+01
	5.993288E+00	4.618429E+01
	5.993254E+00	4.618441E+01
	5.993161E+00	4.618458E+01
	5.993038E+00	4.618472E+01
	5.993004E+00	4.618482E+01
	5.992666E+00	4.618522E+01
	5.992653E+00	4.618530E+01
	5.992581E+00	4.618543E+01
	5.992510E+00	4.618550E+01
	5.992474E+00	4.618558E+01
	5.992235E+00	4.618655E+01
	5.991567E+00	4.618700E+01
	5.990338E+00	4.618777E+01
	5.989904E+00	4.618774E+01
	5.989730E+00	4.618781E+01
	5.989657E+00	4.618782E+01
	5.989534E+00	4.618781E+01
	5.989103E+00	4.618765E+01
	5.988729E+00	4.618767E+01
	5.988441E+00	4.618776E+01
	5.988103E+00	4.618788E+01
	5.987760E+00	4.618798E+01
	5.984929E+00	4.618867E+01
	5.984666E+00	4.618869E+01
	5.984052E+00	4.618886E+01
	5.983809E+00	4.618888E+01
	5.983755E+00	4.618890E+01
	5.983567E+00	4.618908E+01
